S/N,Order_Date,TransactionID,CustomerID,ProductID,Quantity_Supplied,Discount(%)
6142,3/30/2022,DCLPS/6696,DCP/pop/5655,DCCP/Class J /1475,17,2
6143,3/30/2022,DCLPS/6697,DCP/pop/5508,DCCP/Class H/1514,54,0
6144,3/30/2022,DCLPS/6698,DCP/pop/5564,DCCP/Class A/1479,4,9
6145,3/30/2022,DCLPS/6699,DCP/pop/5652,DCCP/Class A/1480,197,0
6146,3/30/2022,DCLPS/6700,DCP/pop/5522,DCCP/Class J /1481,8,3
6147,3/30/2022,DCLPS/6701,DCP/pop/5583,DCCP/Class J /1489,269,1
6148,3/30/2022,DCLPS/6702,DCP/pop/5605,DCCP/Class J /1489,41,10
6149,3/30/2022,DCLPS/6703,DCP/pop/5482,DCCP/Class J /1489,20,3
6150,3/30/2022,DCLPS/6704,DCP/pop/5523,DCCP/Class J /1489,269,2
6151,3/31/2022,DCLPS/6705,DCP/pop/5560,DCCP/Class V/1495,274,7
6152,3/31/2022,DCLPS/6706,DCP/pop/5566,DCCP/Class V/1587,250,6
6153,3/31/2022,DCLPS/6707,DCP/pop/5530,DCCP/Class J /1488,144,10
6154,3/31/2022,DCLPS/6708,DCP/pop/5490,DCCP/Class H/1491,170,1
6155,3/31/2022,DCLPS/6709,DCP/pop/5534,DCCP/Class J /1554,233,2
6156,3/31/2022,DCLPS/6710,DCP/pop/5492,DCCP/Class J /1488,64,2
6157,3/31/2022,DCLPS/6711,DCP/pop/5607,DCCP/Class J /1489,73,1
6158,4/1/2022,DCLPS/6712,DCP/pop/5613,DCCP/Class J /1475,157,6
6159,4/1/2022,DCLPS/6713,DCP/pop/5521,DCCP/Class J /1488,244,4
6160,4/4/2022,DCLPS/6714,DCP/pop/5589,DCCP/Class A/1480,329,3
6161,4/4/2022,DCLPS/6715,DCP/pop/5524,DCCP/Class A/1536,199,1
6162,4/4/2022,DCLPS/6716,DCP/pop/5550,DCCP/Class A/1536,31,8
6163,4/4/2022,DCLPS/6717,DCP/pop/5521,DCCP/Class A/1536,26,5
6164,4/4/2022,DCLPS/6718,DCP/pop/5529,DCCP/Class A/1480,317,10
6165,4/5/2022,DCLPS/6719,DCP/pop/5598,DCCP/Class J /1481,40,4
6166,4/5/2022,DCLPS/6720,DCP/pop/5585,DCCP/Class J /1488,85,2
6167,4/5/2022,DCLPS/6721,DCP/pop/5562,DCCP/Class A/1476,255,1
6168,4/5/2022,DCLPS/6722,DCP/pop/5646,DCCP/Class A/1487,325,4
6169,4/5/2022,DCLPS/6723,DCP/pop/5550,DCCP/Class A/1487,76,3
6170,4/5/2022,DCLPS/6724,DCP/pop/5588,DCCP/Class V/1495,162,6
6171,4/6/2022,DCLPS/6725,DCP/pop/5567,DCCP/Class J /1489,217,9
6172,4/6/2022,DCLPS/6726,DCP/pop/5484,DCCP/Class A/1536,319,1
6173,4/6/2022,DCLPS/6727,DCP/pop/5546,DCCP/Class J /1554,336,5
6174,4/6/2022,DCLPS/6728,DCP/pop/5547,DCCP/Class H/1514,136,2
6175,4/6/2022,DCLPS/6729,DCP/pop/5507,DCCP/Class V/1495,343,7
6176,4/6/2022,DCLPS/6730,DCP/pop/5563,DCCP/Class J /1488,319,9
6177,4/6/2022,DCLPS/6731,DCP/pop/5625,DCCP/Class J /1494,330,3
6178,4/6/2022,DCLPS/6732,DCP/pop/5589,DCCP/Class J /1494,133,10
6179,4/6/2022,DCLPS/6733,DCP/pop/5500,DCCP/Class A/1479,115,9
6180,4/7/2022,DCLPS/6734,DCP/pop/5622,DCCP/Class A/1479,266,10
6181,4/7/2022,DCLPS/6735,DCP/pop/5567,DCCP/Class J /1554,216,6
6182,4/7/2022,DCLPS/6736,DCP/pop/5654,DCCP/Class A/1476,272,3
6183,4/7/2022,DCLPS/6737,DCP/pop/5627,DCCP/Class H/1491,323,1
6184,4/7/2022,DCLPS/6738,DCP/pop/5520,DCCP/Class A/1485,324,4
6185,4/7/2022,DCLPS/6739,DCP/pop/5564,DCCP/Class J /1494,21,5
6186,4/7/2022,DCLPS/6740,DCP/pop/5592,DCCP/Class A/1480,137,7
6187,4/7/2022,DCLPS/6741,DCP/pop/5645,DCCP/Class A/1479,160,5
6188,4/7/2022,DCLPS/6742,DCP/pop/5655,DCCP/Class J /1482,161,4
6189,4/7/2022,DCLPS/6743,DCP/pop/5570,DCCP/Class J /1488,61,4
6190,4/7/2022,DCLPS/6744,DCP/pop/5642,DCCP/Class A/1480,102,9
6191,4/7/2022,DCLPS/6745,DCP/pop/5590,DCCP/Class J /1488,73,4
6192,4/7/2022,DCLPS/6746,DCP/pop/5572,DCCP/Class J /1488,43,9
6193,4/7/2022,DCLPS/6747,DCP/pop/5488,DCCP/Class A/1479,100,6
6194,4/7/2022,DCLPS/6748,DCP/pop/5574,DCCP/Class A/1480,127,6
6195,4/7/2022,DCLPS/6749,DCP/pop/5607,DCCP/Class A/1476,235,6
6196,4/7/2022,DCLPS/6750,DCP/pop/5486,DCCP/Class H/1491,20,3
6197,4/7/2022,DCLPS/6751,DCP/pop/5546,DCCP/Class A/1485,263,6
6198,4/7/2022,DCLPS/6752,DCP/pop/5629,DCCP/Class A/1536,182,4
6199,4/7/2022,DCLPS/6753,DCP/pop/5587,DCCP/Class WT/1478,195,9
6200,4/7/2022,DCLPS/6754,DCP/pop/5527,DCCP/Class H/1517,7,4
6201,4/7/2022,DCLPS/6755,DCP/pop/5613,DCCP/Class A/1480,189,5
6202,4/7/2022,DCLPS/6756,DCP/pop/5520,DCCP/Class A/1476,116,4
6203,4/7/2022,DCLPS/6757,DCP/pop/5535,DCCP/Class J /1488,39,8
6204,4/8/2022,DCLPS/6758,DCP/pop/5487,DCCP/Class M/1509,124,8
6205,4/8/2022,DCLPS/6759,DCP/pop/5518,DCCP/Class J /1481,6,9
6206,4/8/2022,DCLPS/6760,DCP/pop/5638,DCCP/Class J /1475,290,10
6207,4/8/2022,DCLPS/6761,DCP/pop/5525,DCCP/Class J /1579,276,9
6208,4/8/2022,DCLPS/6762,DCP/pop/5560,DCCP/Class A/1479,225,10
6209,4/8/2022,DCLPS/6763,DCP/pop/5625,DCCP/Class A/1480,183,9
6210,4/8/2022,DCLPS/6764,DCP/pop/5525,DCCP/Class H/1514,161,10
6211,4/8/2022,DCLPS/6765,DCP/pop/5514,DCCP/Class H/1491,192,10
6212,4/8/2022,DCLPS/6766,DCP/pop/5516,DCCP/Class H/1491,34,10
6213,4/8/2022,DCLPS/6767,DCP/pop/5624,DCCP/Class H/1550,187,1
6214,4/8/2022,DCLPS/6768,DCP/pop/5539,DCCP/Class A/1480,54,8
6215,4/11/2022,DCLPS/6769,DCP/pop/5516,DCCP/Class J /1483,294,2
6216,4/12/2022,DCLPS/6770,DCP/pop/5511,DCCP/Class J /1475,278,6
6217,4/12/2022,DCLPS/6771,DCP/pop/5568,DCCP/Class J /1475,136,2
6218,4/12/2022,DCLPS/6772,DCP/pop/5554,DCCP/Class J /1475,183,2
6219,4/12/2022,DCLPS/6773,DCP/pop/5640,DCCP/Class J /1488,155,4
6220,4/12/2022,DCLPS/6774,DCP/pop/5567,DCCP/Class WT/1478,21,10
6221,4/12/2022,DCLPS/6775,DCP/pop/5652,DCCP/Class WT/1492,5,6
6222,4/12/2022,DCLPS/6776,DCP/pop/5531,DCCP/Class A/1479,115,9
6223,4/12/2022,DCLPS/6777,DCP/pop/5562,DCCP/Class A/1480,112,7
6224,4/12/2022,DCLPS/6778,DCP/pop/5636,DCCP/Class H/1514,145,7
6225,4/12/2022,DCLPS/6779,DCP/pop/5524,DCCP/Class J /1483,54,3
6226,4/12/2022,DCLPS/6780,DCP/pop/5557,DCCP/Class A/1480,147,4
6227,4/12/2022,DCLPS/6781,DCP/pop/5570,DCCP/Class J /1488,143,1
6228,4/12/2022,DCLPS/6782,DCP/pop/5614,DCCP/Class V/1495,296,7
6229,4/13/2022,DCLPS/6783,DCP/pop/5598,DCCP/Class J /1488,44,7
6230,4/13/2022,DCLPS/6784,DCP/pop/5480,DCCP/Class J /1488,278,2
6231,4/13/2022,DCLPS/6785,DCP/pop/5564,DCCP/Class J /1488,36,9
6232,4/13/2022,DCLPS/6786,DCP/pop/5596,DCCP/Class A/1480,104,8
6233,4/13/2022,DCLPS/6787,DCP/pop/5516,DCCP/Class H/1512,254,2
6234,4/13/2022,DCLPS/6788,DCP/pop/5562,DCCP/Class H/1550,303,10
6235,4/13/2022,DCLPS/6789,DCP/pop/5606,DCCP/Class J /1475,118,0
6236,4/13/2022,DCLPS/6790,DCP/pop/5480,DCCP/Class A/1479,223,6
6237,4/14/2022,DCLPS/6791,DCP/pop/5576,DCCP/Class V/1495,117,0
6238,4/14/2022,DCLPS/6792,DCP/pop/5659,DCCP/Class V/1569,151,6
6239,4/14/2022,DCLPS/6793,DCP/pop/5643,DCCP/Class V/1587,181,2
6240,4/19/2022,DCLPS/6794,DCP/pop/5633,DCCP/Class J /1488,52,5
6241,4/19/2022,DCLPS/6795,DCP/pop/5620,DCCP/Class A/1479,153,5
6242,4/19/2022,DCLPS/6796,DCP/pop/5517,DCCP/Class A/1479,57,3
6243,4/19/2022,DCLPS/6797,DCP/pop/5553,DCCP/Class A/1480,268,0
6244,4/20/2022,DCLPS/6798,DCP/pop/5525,DCCP/Class A/1536,224,10
6245,4/20/2022,DCLPS/6799,DCP/pop/5567,DCCP/Class A/1479,269,5
6246,4/20/2022,DCLPS/6800,DCP/pop/5603,DCCP/Class J /1554,25,2
6247,4/20/2022,DCLPS/6801,DCP/pop/5555,DCCP/Class H/1491,149,9
6248,4/20/2022,DCLPS/6802,DCP/pop/5541,DCCP/Class A/1476,186,0
6249,4/21/2022,DCLPS/6803,DCP/pop/5534,DCCP/Class J /1488,331,5
6250,4/21/2022,DCLPS/6804,DCP/pop/5582,DCCP/Class A/1480,43,10
6251,4/21/2022,DCLPS/6805,DCP/pop/5587,DCCP/Class A/1476,62,4
6252,4/21/2022,DCLPS/6806,DCP/pop/5615,DCCP/Class H/1491,156,0
6253,4/21/2022,DCLPS/6807,DCP/pop/5481,DCCP/Class J /1488,81,5
6254,4/21/2022,DCLPS/6808,DCP/pop/5561,DCCP/Class A/1480,179,7
6255,4/21/2022,DCLPS/6809,DCP/pop/5612,DCCP/Class H/1491,6,3
6256,4/21/2022,DCLPS/6810,DCP/pop/5586,DCCP/Class A/1480,167,1
6257,4/22/2022,DCLPS/6811,DCP/pop/5495,DCCP/Class A/1480,303,6
6258,4/22/2022,DCLPS/6812,DCP/pop/5478,DCCP/Class A/1480,295,6
6259,4/22/2022,DCLPS/6813,DCP/pop/5515,DCCP/Class A/1536,134,5
6260,4/25/2022,DCLPS/6814,DCP/pop/5604,DCCP/Class V/1495,232,4
6261,4/25/2022,DCLPS/6815,DCP/pop/5594,DCCP/Class V/1569,300,3
6262,4/25/2022,DCLPS/6816,DCP/pop/5570,DCCP/Class V/1587,7,0
6263,4/25/2022,DCLPS/6817,DCP/pop/5514,DCCP/Class A/1479,277,4
6264,4/25/2022,DCLPS/6818,DCP/pop/5619,DCCP/Class J /1554,207,6
6265,4/25/2022,DCLPS/6819,DCP/pop/5561,DCCP/Class H/1510,49,10
6266,4/25/2022,DCLPS/6820,DCP/pop/5480,DCCP/Class J /1554,308,1
6267,4/25/2022,DCLPS/6821,DCP/pop/5623,DCCP/Class J /1475,60,5
6268,4/25/2022,DCLPS/6822,DCP/pop/5523,DCCP/Class J /1488,292,6
6269,4/25/2022,DCLPS/6823,DCP/pop/5526,DCCP/Class A/1480,120,6
6270,4/25/2022,DCLPS/6824,DCP/pop/5576,DCCP/Class A/1536,12,4
6271,4/26/2022,DCLPS/6825,DCP/pop/5600,DCCP/Class J /1488,213,10
6272,4/26/2022,DCLPS/6826,DCP/pop/5549,DCCP/Class A/1485,336,8
6273,4/26/2022,DCLPS/6827,DCP/pop/5598,DCCP/Class H/1514,186,6
6274,4/26/2022,DCLPS/6828,DCP/pop/5634,DCCP/Class M/1529,317,2
6275,4/26/2022,DCLPS/6829,DCP/pop/5513,DCCP/Class V/1543,272,2
6276,4/26/2022,DCLPS/6830,DCP/pop/5579,DCCP/Class A/1480,69,6
6277,4/26/2022,DCLPS/6831,DCP/pop/5529,DCCP/Class A/1485,171,2
6278,4/26/2022,DCLPS/6832,DCP/pop/5514,DCCP/Class M/1519,198,4
6279,4/26/2022,DCLPS/6833,DCP/pop/5609,DCCP/Class A/1479,271,0
6280,4/27/2022,DCLPS/6834,DCP/pop/5570,DCCP/Class A/1536,107,2
6281,4/27/2022,DCLPS/6835,DCP/pop/5614,DCCP/Class J /1481,200,3
6282,4/27/2022,DCLPS/6836,DCP/pop/5618,DCCP/Class A/1476,267,1
6283,4/27/2022,DCLPS/6837,DCP/pop/5612,DCCP/Class J /1581,109,1
6284,4/27/2022,DCLPS/6838,DCP/pop/5602,DCCP/Class J /1488,31,7
6285,4/27/2022,DCLPS/6839,DCP/pop/5481,DCCP/Class J /1488,146,10
6286,4/29/2022,DCLPS/6840,DCP/pop/5625,DCCP/Class J /1475,51,5
6287,4/29/2022,DCLPS/6841,DCP/pop/5482,DCCP/Class J /1488,336,1
6288,4/29/2022,DCLPS/6842,DCP/pop/5502,DCCP/Class WT/1553,96,1
6289,4/29/2022,DCLPS/6843,DCP/pop/5555,DCCP/Class J /1482,332,3
6290,4/29/2022,DCLPS/6844,DCP/pop/5607,DCCP/Class H/1491,327,3
6291,4/30/2022,DCLPS/6845,DCP/pop/5628,DCCP/Class M/1509,163,5
6292,4/30/2022,DCLPS/6846,DCP/pop/5580,DCCP/Class M/1509,121,2
6293,4/30/2022,DCLPS/6847,DCP/pop/5593,DCCP/Class M/1509,29,1
6294,5/4/2022,DCLPS/6848,DCP/pop/5562,DCCP/Class A/1479,317,3
6295,5/4/2022,DCLPS/6849,DCP/pop/5499,DCCP/Class A/1480,216,10
6296,5/4/2022,DCLPS/6850,DCP/pop/5517,DCCP/Class H/1514,346,1
6297,5/4/2022,DCLPS/6851,DCP/pop/5585,DCCP/Class WT/1478,19,5
6298,5/4/2022,DCLPS/6852,DCP/pop/5628,DCCP/Class H/1514,276,1
6299,5/4/2022,DCLPS/6853,DCP/pop/5500,DCCP/Class J /1488,212,9
6300,5/4/2022,DCLPS/6854,DCP/pop/5497,DCCP/Class A/1479,268,1
6301,5/5/2022,DCLPS/6855,DCP/pop/5609,DCCP/Class A/1476,24,0
6302,5/5/2022,DCLPS/6856,DCP/pop/5485,DCCP/Class H/1511,273,5
6303,5/5/2022,DCLPS/6857,DCP/pop/5651,DCCP/Class A/1479,22,3
6304,5/5/2022,DCLPS/6858,DCP/pop/5554,DCCP/Class H/1491,27,2
6305,5/6/2022,DCLPS/6859,DCP/pop/5610,DCCP/Class A/1479,317,7
6306,5/6/2022,DCLPS/6860,DCP/pop/5567,DCCP/Class J /1488,263,5
6307,5/6/2022,DCLPS/6861,DCP/pop/5646,DCCP/Class A/1480,60,8
6308,5/6/2022,DCLPS/6862,DCP/pop/5543,DCCP/Class H/1514,241,1
6309,5/6/2022,DCLPS/6863,DCP/pop/5523,DCCP/Class M/1509,350,3
6310,5/9/2022,DCLPS/6864,DCP/pop/5534,DCCP/Class A/1479,139,4
6311,5/9/2022,DCLPS/6865,DCP/pop/5614,DCCP/Class J /1488,273,2
6312,5/9/2022,DCLPS/6866,DCP/pop/5583,DCCP/Class H/1514,297,9
6313,5/9/2022,DCLPS/6867,DCP/pop/5516,DCCP/Class A/1480,134,8
6314,5/9/2022,DCLPS/6868,DCP/pop/5545,DCCP/Class J /1483,319,9
6315,5/9/2022,DCLPS/6869,DCP/pop/5537,DCCP/Class A/1476,107,5
6316,5/9/2022,DCLPS/6870,DCP/pop/5575,DCCP/Class A/1480,90,2
6317,5/9/2022,DCLPS/6871,DCP/pop/5574,DCCP/Class J /1475,91,2
6318,5/9/2022,DCLPS/6872,DCP/pop/5653,DCCP/Class A/1479,8,3
6319,5/9/2022,DCLPS/6873,DCP/pop/5602,DCCP/Class J /1488,301,3
6320,5/9/2022,DCLPS/6874,DCP/pop/5535,DCCP/Class H/1491,75,10
6321,5/9/2022,DCLPS/6875,DCP/pop/5556,DCCP/Class A/1480,259,6
6322,5/9/2022,DCLPS/6876,DCP/pop/5526,DCCP/Class H/1512,11,2
6323,5/10/2022,DCLPS/6877,DCP/pop/5571,DCCP/Class A/1479,258,2
6324,5/10/2022,DCLPS/6878,DCP/pop/5533,DCCP/Class A/1480,145,6
6325,5/10/2022,DCLPS/6879,DCP/pop/5519,DCCP/Class J /1488,89,9
6326,5/10/2022,DCLPS/6880,DCP/pop/5606,DCCP/Class J /1488,197,3
6327,5/10/2022,DCLPS/6881,DCP/pop/5587,DCCP/Class A/1479,332,10
6328,5/10/2022,DCLPS/6882,DCP/pop/5540,DCCP/Class J /1488,295,6
6329,5/10/2022,DCLPS/6883,DCP/pop/5615,DCCP/Class A/1480,143,5
6330,5/10/2022,DCLPS/6884,DCP/pop/5636,DCCP/Class A/1479,215,10
6331,5/10/2022,DCLPS/6885,DCP/pop/5567,DCCP/Class A/1480,225,1
6332,5/10/2022,DCLPS/6886,DCP/pop/5510,DCCP/Class J /1488,279,4
6333,5/10/2022,DCLPS/6887,DCP/pop/5591,DCCP/Class A/1479,330,4
6334,5/10/2022,DCLPS/6888,DCP/pop/5649,DCCP/Class A/1479,66,8
6335,5/10/2022,DCLPS/6889,DCP/pop/5496,DCCP/Class A/1479,17,2
6336,5/10/2022,DCLPS/6890,DCP/pop/5639,DCCP/Class J /1488,339,0
6337,5/10/2022,DCLPS/6891,DCP/pop/5628,DCCP/Class H/1491,162,6
6338,5/10/2022,DCLPS/6892,DCP/pop/5520,DCCP/Class J /1488,115,8
6339,5/10/2022,DCLPS/6893,DCP/pop/5503,DCCP/Class J /1488,321,0
6340,5/10/2022,DCLPS/6894,DCP/pop/5567,DCCP/Class J /1488,18,10
6341,5/10/2022,DCLPS/6895,DCP/pop/5526,DCCP/Class A/1480,222,7
6342,5/10/2022,DCLPS/6896,DCP/pop/5491,DCCP/Class H/1514,194,9
6343,5/10/2022,DCLPS/6897,DCP/pop/5567,DCCP/Class H/1512,321,6
6344,5/10/2022,DCLPS/6898,DCP/pop/5568,DCCP/Class A/1480,314,0
6345,5/10/2022,DCLPS/6899,DCP/pop/5537,DCCP/Class A/1479,141,0
6346,5/11/2022,DCLPS/6900,DCP/pop/5582,DCCP/Class J /1488,217,9
6347,5/11/2022,DCLPS/6901,DCP/pop/5521,DCCP/Class V/1590,231,1
6348,5/11/2022,DCLPS/6902,DCP/pop/5578,DCCP/Class V/1506,310,9
6349,5/11/2022,DCLPS/6903,DCP/pop/5569,DCCP/Class V/1573,238,2
6350,5/12/2022,DCLPS/6904,DCP/pop/5597,DCCP/Class J /1475,207,2
6351,5/12/2022,DCLPS/6905,DCP/pop/5548,DCCP/Class A/1476,347,1
6352,5/12/2022,DCLPS/6906,DCP/pop/5558,DCCP/Class H/1514,337,8
6353,5/12/2022,DCLPS/6907,DCP/pop/5624,DCCP/Class J /1489,340,8
6354,5/12/2022,DCLPS/6908,DCP/pop/5592,DCCP/Class V/1495,123,7
6355,5/12/2022,DCLPS/6909,DCP/pop/5495,DCCP/Class A/1480,197,1
6356,5/12/2022,DCLPS/6910,DCP/pop/5483,DCCP/Class H/1491,75,5
6357,5/12/2022,DCLPS/6911,DCP/pop/5539,DCCP/Class H/1514,268,9
6358,5/12/2022,DCLPS/6912,DCP/pop/5633,DCCP/Class A/1479,162,2
6359,5/12/2022,DCLPS/6913,DCP/pop/5598,DCCP/Class A/1536,288,8
6360,5/12/2022,DCLPS/6914,DCP/pop/5536,DCCP/Class J /1475,169,9
6361,5/12/2022,DCLPS/6915,DCP/pop/5613,DCCP/Class J /1488,168,6
6362,5/12/2022,DCLPS/6916,DCP/pop/5631,DCCP/Class J /1483,11,8
6363,5/13/2022,DCLPS/6917,DCP/pop/5636,DCCP/Class A/1479,220,0
6364,5/13/2022,DCLPS/6918,DCP/pop/5586,DCCP/Class A/1480,88,3
6365,5/13/2022,DCLPS/6919,DCP/pop/5602,DCCP/Class A/1480,264,3
6366,5/13/2022,DCLPS/6920,DCP/pop/5484,DCCP/Class J /1481,229,2
6367,5/13/2022,DCLPS/6921,DCP/pop/5532,DCCP/Class J /1493,286,0
6368,5/13/2022,DCLPS/6922,DCP/pop/5589,DCCP/Class J /1481,70,6
6369,5/13/2022,DCLPS/6923,DCP/pop/5545,DCCP/Class A/1480,241,8
6370,5/13/2022,DCLPS/6924,DCP/pop/5575,DCCP/Class V/1495,138,7
6371,5/16/2022,DCLPS/6925,DCP/pop/5527,DCCP/Class J /1488,3,6
6372,5/16/2022,DCLPS/6926,DCP/pop/5588,DCCP/Class A/1480,309,7
6373,5/16/2022,DCLPS/6927,DCP/pop/5585,DCCP/Class WT/1492,42,3
6374,5/16/2022,DCLPS/6928,DCP/pop/5501,DCCP/Class J /1489,118,0
6375,5/16/2022,DCLPS/6929,DCP/pop/5563,DCCP/Class A/1536,121,2
6376,5/16/2022,DCLPS/6930,DCP/pop/5633,DCCP/Class H/1514,298,2
6377,5/16/2022,DCLPS/6931,DCP/pop/5636,DCCP/Class J /1475,66,0
6378,5/16/2022,DCLPS/6932,DCP/pop/5571,DCCP/Class A/1485,165,5
6379,5/17/2022,DCLPS/6933,DCP/pop/5538,DCCP/Class V/1506,186,6
6380,5/17/2022,DCLPS/6934,DCP/pop/5533,DCCP/Class V/1586,119,7
6381,5/17/2022,DCLPS/6935,DCP/pop/5609,DCCP/Class V/1573,66,6
6382,5/18/2022,DCLPS/6936,DCP/pop/5585,DCCP/Class A/1480,29,3
6383,5/19/2022,DCLPS/6937,DCP/pop/5531,DCCP/Class A/1479,166,9
6384,5/19/2022,DCLPS/6938,DCP/pop/5534,DCCP/Class A/1480,69,5
6385,5/19/2022,DCLPS/6939,DCP/pop/5624,DCCP/Class J /1525,24,2
6386,5/19/2022,DCLPS/6940,DCP/pop/5649,DCCP/Class J /1482,30,6
6387,5/19/2022,DCLPS/6941,DCP/pop/5585,DCCP/Class H/1491,295,2
6388,5/19/2022,DCLPS/6942,DCP/pop/5596,DCCP/Class H/1511,4,7
6389,5/19/2022,DCLPS/6943,DCP/pop/5536,DCCP/Class J /1488,25,4
6390,5/19/2022,DCLPS/6944,DCP/pop/5570,DCCP/Class H/1550,132,4
6391,5/19/2022,DCLPS/6945,DCP/pop/5606,DCCP/Class J /1489,327,2
6392,5/20/2022,DCLPS/6946,DCP/pop/5536,DCCP/Class A/1480,110,2
6393,5/20/2022,DCLPS/6947,DCP/pop/5580,DCCP/Class J /1483,101,0
6394,5/20/2022,DCLPS/6948,DCP/pop/5549,DCCP/Class A/1480,261,7
6395,5/20/2022,DCLPS/6949,DCP/pop/5582,DCCP/Class A/1487,344,4
6396,5/20/2022,DCLPS/6950,DCP/pop/5656,DCCP/Class H/1510,294,4
6397,5/20/2022,DCLPS/6951,DCP/pop/5525,DCCP/Class H/1491,320,0
6398,5/20/2022,DCLPS/6952,DCP/pop/5651,DCCP/Class J /1483,201,1
6399,5/23/2022,DCLPS/6953,DCP/pop/5512,DCCP/Class V/1590,7,4
6400,5/23/2022,DCLPS/6954,DCP/pop/5650,DCCP/Class J /1488,207,5
6401,5/23/2022,DCLPS/6955,DCP/pop/5544,DCCP/Class J /1475,260,5
6402,5/23/2022,DCLPS/6956,DCP/pop/5619,DCCP/Class H/1550,34,1
6403,5/23/2022,DCLPS/6957,DCP/pop/5540,DCCP/Class H/1511,99,2
6404,5/23/2022,DCLPS/6958,DCP/pop/5629,DCCP/Class WT/1478,105,3
6405,5/24/2022,DCLPS/6959,DCP/pop/5525,DCCP/Class A/1480,183,7
6406,5/24/2022,DCLPS/6960,DCP/pop/5562,DCCP/Class H/1514,236,7
6407,5/24/2022,DCLPS/6961,DCP/pop/5506,DCCP/Class A/1480,268,7
6408,5/24/2022,DCLPS/6962,DCP/pop/5568,DCCP/Class H/1491,298,0
6409,5/24/2022,DCLPS/6963,DCP/pop/5633,DCCP/Class V/1543,110,4
6410,5/24/2022,DCLPS/6964,DCP/pop/5504,DCCP/Class V/1495,15,10
6411,5/26/2022,DCLPS/6965,DCP/pop/5568,DCCP/Class H/1514,22,4
6412,5/27/2022,DCLPS/6966,DCP/pop/5582,DCCP/Class J /1488,307,1
6413,5/27/2022,DCLPS/6967,DCP/pop/5522,DCCP/Class A/1476,216,9
6414,5/27/2022,DCLPS/6968,DCP/pop/5582,DCCP/Class H/1514,172,7
6415,5/27/2022,DCLPS/6969,DCP/pop/5540,DCCP/Class V/1543,220,10
6416,5/27/2022,DCLPS/6970,DCP/pop/5632,DCCP/Class V/1495,117,6
6417,5/27/2022,DCLPS/6971,DCP/pop/5563,DCCP/Class J /1488,17,0
6418,5/27/2022,DCLPS/6972,DCP/pop/5614,DCCP/Class J /1582,103,0
6419,5/27/2022,DCLPS/6973,DCP/pop/5487,DCCP/Class J /1488,266,3
6420,5/30/2022,DCLPS/6974,DCP/pop/5531,DCCP/Class A/1479,70,10
6421,5/30/2022,DCLPS/6975,DCP/pop/5633,DCCP/Class A/1480,115,8
6422,5/30/2022,DCLPS/6976,DCP/pop/5588,DCCP/Class V/1495,263,8
6423,5/30/2022,DCLPS/6977,DCP/pop/5600,DCCP/Class V/1587,329,7
6424,5/30/2022,DCLPS/6978,DCP/pop/5511,DCCP/Class V/1569,205,0
6425,5/31/2022,DCLPS/6979,DCP/pop/5643,DCCP/Class V/1506,175,1
6426,5/31/2022,DCLPS/6980,DCP/pop/5655,DCCP/Class V/1573,131,7
6427,5/31/2022,DCLPS/6981,DCP/pop/5559,DCCP/Class V/1506,280,3
6428,5/31/2022,DCLPS/6982,DCP/pop/5593,DCCP/Class V/1573,263,7
6429,5/31/2022,DCLPS/6983,DCP/pop/5485,DCCP/Class WT/1478,42,5
6430,5/31/2022,DCLPS/6984,DCP/pop/5541,DCCP/Class H/1514,179,0
6431,5/31/2022,DCLPS/6985,DCP/pop/5510,DCCP/Class J /1582,119,7
6432,5/31/2022,DCLPS/6986,DCP/pop/5542,DCCP/Class J /1582,293,8
6433,5/31/2022,DCLPS/6987,DCP/pop/5601,DCCP/Class J /1488,308,6
6434,5/31/2022,DCLPS/6988,DCP/pop/5480,DCCP/Class A/1479,160,2
6435,5/31/2022,DCLPS/6989,DCP/pop/5507,DCCP/Class J /1494,18,7
6436,5/31/2022,DCLPS/6990,DCP/pop/5619,DCCP/Class A/1480,316,5
6437,6/1/2022,DCLPS/6991,DCP/pop/5528,DCCP/Class A/1479,234,2
6438,6/1/2022,DCLPS/6992,DCP/pop/5506,DCCP/Class A/1485,308,1
6439,6/1/2022,DCLPS/6993,DCP/pop/5652,DCCP/Class A/1536,253,0
6440,6/1/2022,DCLPS/6994,DCP/pop/5624,DCCP/Class J /1488,24,9
6441,6/1/2022,DCLPS/6995,DCP/pop/5488,DCCP/Class J /1488,245,6
6442,6/1/2022,DCLPS/6996,DCP/pop/5588,DCCP/Class J /1488,218,5
6443,6/1/2022,DCLPS/6997,DCP/pop/5640,DCCP/Class A/1536,209,6
6444,6/1/2022,DCLPS/6998,DCP/pop/5649,DCCP/Class A/1476,82,4
6445,6/1/2022,DCLPS/6999,DCP/pop/5598,DCCP/Class M/1529,3,7
6446,6/2/2022,DCLPS/7000,DCP/pop/5585,DCCP/Class J /1488,227,2
6447,6/2/2022,DCLPS/7001,DCP/pop/5515,DCCP/Class A/1479,240,10
6448,6/2/2022,DCLPS/7002,DCP/pop/5630,DCCP/Class A/1476,102,10
6449,6/2/2022,DCLPS/7003,DCP/pop/5503,DCCP/Class A/1480,257,2
6450,6/3/2022,DCLPS/7004,DCP/pop/5639,DCCP/Class J /1475,23,4
